feature,importance,signed_coefficient,importance_type,model
text__ed,0.0,,tree impurity importance,XGBoost
text__edge,0.0,,tree impurity importance,XGBoost
text__editing,0.0,,tree impurity importance,XGBoost
text__editor,0.0,,tree impurity importance,XGBoost
text__drug,0.0,,tree impurity importance,XGBoost
text__drones,0.0,,tree impurity importance,XGBoost
text__education,0.0,,tree impurity importance,XGBoost
text__drone,0.0,,tree impurity importance,XGBoost
text__donald trump,0.0,,tree impurity importance,XGBoost
text__doomed,0.0,,tree impurity importance,XGBoost
text__doomsday,0.0,,tree impurity importance,XGBoost
text__double,0.0,,tree impurity importance,XGBoost
text__doubt,0.0,,tree impurity importance,XGBoost
text__doubts,0.0,,tree impurity importance,XGBoost
text__dr,0.0,,tree impurity importance,XGBoost
text__drama,0.0,,tree impurity importance,XGBoost
text__draw,0.0,,tree impurity importance,XGBoost
text__dream,0.0,,tree impurity importance,XGBoost
text__drive,0.0,,tree impurity importance,XGBoost
text__driven,0.0,,tree impurity importance,XGBoost
text__drivers,0.0,,tree impurity importance,XGBoost
text__drives,0.0,,tree impurity importance,XGBoost
text__driving,0.0,,tree impurity importance,XGBoost
text__editorial,0.0,,tree impurity importance,XGBoost
text__effect,0.0,,tree impurity importance,XGBoost
text__era,0.0,,tree impurity importance,XGBoost
text__ends,0.0,,tree impurity importance,XGBoost
text__energy hungry,0.0,,tree impurity importance,XGBoost
text__energy use,0.0,,tree impurity importance,XGBoost
text__engine,0.0,,tree impurity importance,XGBoost
text__engineer,0.0,,tree impurity importance,XGBoost
text__engineering,0.0,,tree impurity importance,XGBoost
text__england,0.0,,tree impurity importance,XGBoost
text__english,0.0,,tree impurity importance,XGBoost
text__enhance,0.0,,tree impurity importance,XGBoost
text__enhanced,0.0,,tree impurity importance,XGBoost
text__ensure,0.0,,tree impurity importance,XGBoost
text__entertainment,0.0,,tree impurity importance,XGBoost
text__entry,0.0,,tree impurity importance,XGBoost
text__entry level,0.0,,tree impurity importance,XGBoost
text__environment,0.0,,tree impurity importance,XGBoost
text__environmental,0.0,,tree impurity importance,XGBoost
text__energy,0.0,,tree impurity importance,XGBoost
text__end,0.0,,tree impurity importance,XGBoost
text__effective,0.0,,tree impurity importance,XGBoost
text__encouraged,0.0,,tree impurity importance,XGBoost
text__effects,0.0,,tree impurity importance,XGBoost
text__efficiency,0.0,,tree impurity importance,XGBoost
text__effort,0.0,,tree impurity importance,XGBoost
text__efforts,0.0,,tree impurity importance,XGBoost
text__elections,0.0,,tree impurity importance,XGBoost
text__electoral,0.0,,tree impurity importance,XGBoost
text__electricity,0.0,,tree impurity importance,XGBoost
text__emails,0.0,,tree impurity importance,XGBoost
text__embracing,0.0,,tree impurity importance,XGBoost
text__emerging,0.0,,tree impurity importance,XGBoost
text__emily,0.0,,tree impurity importance,XGBoost
text__emotional,0.0,,tree impurity importance,XGBoost
text__employees,0.0,,tree impurity importance,XGBoost
text__employers,0.0,,tree impurity importance,XGBoost
text__enabled,0.0,,tree impurity importance,XGBoost
text__donald,0.0,,tree impurity importance,XGBoost
text__don,0.0,,tree impurity importance,XGBoost
text__dominate,0.0,,tree impurity importance,XGBoost
text__democrats,0.0,,tree impurity importance,XGBoost
text__design,0.0,,tree impurity importance,XGBoost
text__designed,0.0,,tree impurity importance,XGBoost
text__designer,0.0,,tree impurity importance,XGBoost
text__despite,0.0,,tree impurity importance,XGBoost
text__destroy,0.0,,tree impurity importance,XGBoost
text__detect,0.0,,tree impurity importance,XGBoost
text__detection,0.0,,tree impurity importance,XGBoost
text__devastating,0.0,,tree impurity importance,XGBoost
text__develop,0.0,,tree impurity importance,XGBoost
text__developed,0.0,,tree impurity importance,XGBoost
text__developer,0.0,,tree impurity importance,XGBoost
text__developers,0.0,,tree impurity importance,XGBoost
text__developments,0.0,,tree impurity importance,XGBoost
text__devices,0.0,,tree impurity importance,XGBoost
text__dictionary,0.0,,tree impurity importance,XGBoost
text__deployed,0.0,,tree impurity importance,XGBoost
text__democratic,0.0,,tree impurity importance,XGBoost
text__dominance,0.0,,tree impurity importance,XGBoost
text__democracy,0.0,,tree impurity importance,XGBoost
text__deepfake porn,0.0,,tree impurity importance,XGBoost
text__deepfake video,0.0,,tree impurity importance,XGBoost
text__deepfake videos,0.0,,tree impurity importance,XGBoost
text__deeply,0.0,,tree impurity importance,XGBoost
text__deepmind,0.0,,tree impurity importance,XGBoost
text__deepseek ai,0.0,,tree impurity importance,XGBoost
text__defence,0.0,,tree impurity importance,XGBoost
text__defends,0.0,,tree impurity importance,XGBoost
text__delays,0.0,,tree impurity importance,XGBoost
text__demand,0.0,,tree impurity importance,XGBoost
text__demand ai,0.0,,tree impurity importance,XGBoost
text__demanding,0.0,,tree impurity importance,XGBoost
text__demis,0.0,,tree impurity importance,XGBoost
text__demis hassabis,0.0,,tree impurity importance,XGBoost
text__demo,0.0,,tree impurity importance,XGBoost
text__did,0.0,,tree impurity importance,XGBoost
text__didn,0.0,,tree impurity importance,XGBoost
text__difference,0.0,,tree impurity importance,XGBoost
text__different,0.0,,tree impurity importance,XGBoost
text__distress,0.0,,tree impurity importance,XGBoost
text__disturbing,0.0,,tree impurity importance,XGBoost
text__diversity,0.0,,tree impurity importance,XGBoost
text__division,0.0,,tree impurity importance,XGBoost
text__doctor,0.0,,tree impurity importance,XGBoost
text__doctors,0.0,,tree impurity importance,XGBoost
text__document,0.0,,tree impurity importance,XGBoost
text__documentary,0.0,,tree impurity importance,XGBoost
text__documents,0.0,,tree impurity importance,XGBoost
text__doesn,0.0,,tree impurity importance,XGBoost
text__doge,0.0,,tree impurity importance,XGBoost
text__doing,0.0,,tree impurity importance,XGBoost
text__dollar,0.0,,tree impurity importance,XGBoost
text__domestic,0.0,,tree impurity importance,XGBoost
text__domestic violence,0.0,,tree impurity importance,XGBoost
text__disruption,0.0,,tree impurity importance,XGBoost
text__disrupt,0.0,,tree impurity importance,XGBoost
text__display,0.0,,tree impurity importance,XGBoost
text__discovered,0.0,,tree impurity importance,XGBoost
text__digital,0.0,,tree impurity importance,XGBoost
text__digitally,0.0,,tree impurity importance,XGBoost
text__direct,0.0,,tree impurity importance,XGBoost
text__director,0.0,,tree impurity importance,XGBoost
text__disaster,0.0,,tree impurity importance,XGBoost
text__discover,0.0,,tree impurity importance,XGBoost
text__discovering,0.0,,tree impurity importance,XGBoost
text__disney,0.0,,tree impurity importance,XGBoost
text__discovery,0.0,,tree impurity importance,XGBoost
text__discrimination,0.0,,tree impurity importance,XGBoost
text__discuss,0.0,,tree impurity importance,XGBoost
text__discusses,0.0,,tree impurity importance,XGBoost
text__disease,0.0,,tree impurity importance,XGBoost
text__disinformation,0.0,,tree impurity importance,XGBoost
text__epic,0.0,,tree impurity importance,XGBoost
text__errors,0.0,,tree impurity importance,XGBoost
text__gaby,0.0,,tree impurity importance,XGBoost
text__films,0.0,,tree impurity importance,XGBoost
text__finally,0.0,,tree impurity importance,XGBoost
text__finance,0.0,,tree impurity importance,XGBoost
text__financial,0.0,,tree impurity importance,XGBoost
text__finding,0.0,,tree impurity importance,XGBoost
text__fine,0.0,,tree impurity importance,XGBoost
text__fined,0.0,,tree impurity importance,XGBoost
text__fired,0.0,,tree impurity importance,XGBoost
text__fires,0.0,,tree impurity importance,XGBoost
text__firing,0.0,,tree impurity importance,XGBoost
text__firms use,0.0,,tree impurity importance,XGBoost
text__fix,0.0,,tree impurity importance,XGBoost
text__flags,0.0,,tree impurity importance,XGBoost
text__focus,0.0,,tree impurity importance,XGBoost
text__following,0.0,,tree impurity importance,XGBoost
text__follows,0.0,,tree impurity importance,XGBoost
text__final,0.0,,tree impurity importance,XGBoost
text__film tv,0.0,,tree impurity importance,XGBoost
text__fool,0.0,,tree impurity importance,XGBoost
text__film making,0.0,,tree impurity importance,XGBoost
text__feelings,0.0,,tree impurity importance,XGBoost
text__felt,0.0,,tree impurity importance,XGBoost
text__female,0.0,,tree impurity importance,XGBoost
text__festival,0.0,,tree impurity importance,XGBoost
text__fewer,0.0,,tree impurity importance,XGBoost
text__fi,0.0,,tree impurity importance,XGBoost
text__fiction,0.0,,tree impurity importance,XGBoost
text__field,0.0,,tree impurity importance,XGBoost
text__fifth,0.0,,tree impurity importance,XGBoost
text__fight,0.0,,tree impurity importance,XGBoost
text__fighting,0.0,,tree impurity importance,XGBoost
text__figures,0.0,,tree impurity importance,XGBoost
text__filing,0.0,,tree impurity importance,XGBoost
text__film,0.0,,tree impurity importance,XGBoost
text__film makers,0.0,,tree impurity importance,XGBoost
text__food,0.0,,tree impurity importance,XGBoost
text__footage,0.0,,tree impurity importance,XGBoost
text__essays,0.0,,tree impurity importance,XGBoost
text__free,0.0,,tree impurity importance,XGBoost
text__french,0.0,,tree impurity importance,XGBoost
text__fresh,0.0,,tree impurity importance,XGBoost
text__friday,0.0,,tree impurity importance,XGBoost
text__friend,0.0,,tree impurity importance,XGBoost
text__friends,0.0,,tree impurity importance,XGBoost
text__frontier,0.0,,tree impurity importance,XGBoost
text__fuel,0.0,,tree impurity importance,XGBoost
text__fully,0.0,,tree impurity importance,XGBoost
text__fun,0.0,,tree impurity importance,XGBoost
text__fund,0.0,,tree impurity importance,XGBoost
text__funding,0.0,,tree impurity importance,XGBoost
text__funds,0.0,,tree impurity importance,XGBoost
text__furious,0.0,,tree impurity importance,XGBoost
text__future,0.0,,tree impurity importance,XGBoost
text__future ai,0.0,,tree impurity importance,XGBoost
text__freedom,0.0,,tree impurity importance,XGBoost
text__fraudsters,0.0,,tree impurity importance,XGBoost
text__football,0.0,,tree impurity importance,XGBoost
text__fraud,0.0,,tree impurity importance,XGBoost
text__force,0.0,,tree impurity importance,XGBoost
text__force good,0.0,,tree impurity importance,XGBoost
text__forced,0.0,,tree impurity importance,XGBoost
text__forces,0.0,,tree impurity importance,XGBoost
text__forecast,0.0,,tree impurity importance,XGBoost
text__forecasting,0.0,,tree impurity importance,XGBoost
text__foreign,0.0,,tree impurity importance,XGBoost
text__form,0.0,,tree impurity importance,XGBoost
text__forum,0.0,,tree impurity importance,XGBoost
text__forward,0.0,,tree impurity importance,XGBoost
text__foundation,0.0,,tree impurity importance,XGBoost
text__founded,0.0,,tree impurity importance,XGBoost
text__founder,0.0,,tree impurity importance,XGBoost
text__framework,0.0,,tree impurity importance,XGBoost
text__france,0.0,,tree impurity importance,XGBoost
text__feel,0.0,,tree impurity importance,XGBoost
text__feed,0.0,,tree impurity importance,XGBoost
text__federal,0.0,,tree impurity importance,XGBoost
text__expect,0.0,,tree impurity importance,XGBoost
text__expected,0.0,,tree impurity importance,XGBoost
text__expensive,0.0,,tree impurity importance,XGBoost
text__experience,0.0,,tree impurity importance,XGBoost
text__experiences,0.0,,tree impurity importance,XGBoost
text__experiment,0.0,,tree impurity importance,XGBoost
text__experts say,0.0,,tree impurity importance,XGBoost
text__explain,0.0,,tree impurity importance,XGBoost
text__explains,0.0,,tree impurity importance,XGBoost
text__exploit,0.0,,tree impurity importance,XGBoost
text__explores,0.0,,tree impurity importance,XGBoost
text__exploring,0.0,,tree impurity importance,XGBoost
text__explosion,0.0,,tree impurity importance,XGBoost
text__exposed,0.0,,tree impurity importance,XGBoost
text__express,0.0,,tree impurity importance,XGBoost
text__extinction,0.0,,tree impurity importance,XGBoost
text__expectations,0.0,,tree impurity importance,XGBoost
text__existing,0.0,,tree impurity importance,XGBoost
text__fed,0.0,,tree impurity importance,XGBoost
text__existential threat,0.0,,tree impurity importance,XGBoost
text__estate,0.0,,tree impurity importance,XGBoost
text__ethical,0.0,,tree impurity importance,XGBoost
text__ethics,0.0,,tree impurity importance,XGBoost
text__europe,0.0,,tree impurity importance,XGBoost
text__european,0.0,,tree impurity importance,XGBoost
text__event,0.0,,tree impurity importance,XGBoost
text__evidence,0.0,,tree impurity importance,XGBoost
text__evolution,0.0,,tree impurity importance,XGBoost
text__ex,0.0,,tree impurity importance,XGBoost
text__examine,0.0,,tree impurity importance,XGBoost
text__executive,0.0,,tree impurity importance,XGBoost
text__executives,0.0,,tree impurity importance,XGBoost
text__exhibition,0.0,,tree impurity importance,XGBoost
text__exist,0.0,,tree impurity importance,XGBoost
text__existential,0.0,,tree impurity importance,XGBoost
text__extra,0.0,,tree impurity importance,XGBoost
text__extraordinary,0.0,,tree impurity importance,XGBoost
text__eye,0.0,,tree impurity importance,XGBoost
text__eyes,0.0,,tree impurity importance,XGBoost
text__famous,0.0,,tree impurity importance,XGBoost
text__fans,0.0,,tree impurity importance,XGBoost
text__fantasy,0.0,,tree impurity importance,XGBoost
text__far,0.0,,tree impurity importance,XGBoost
text__far right,0.0,,tree impurity importance,XGBoost
text__fashion,0.0,,tree impurity importance,XGBoost
text__fast,0.0,,tree impurity importance,XGBoost
text__fast food,0.0,,tree impurity importance,XGBoost
text__faster,0.0,,tree impurity importance,XGBoost
text__favourite,0.0,,tree impurity importance,XGBoost
text__fear,0.0,,tree impurity importance,XGBoost
text__fears ai,0.0,,tree impurity importance,XGBoost
text__feature,0.0,,tree impurity importance,XGBoost
text__features,0.0,,tree impurity importance,XGBoost
text__featuring,0.0,,tree impurity importance,XGBoost
text__family,0.0,,tree impurity importance,XGBoost
text__falsely,0.0,,tree impurity importance,XGBoost
text__false,0.0,,tree impurity importance,XGBoost
text__fail,0.0,,tree impurity importance,XGBoost
text__facebook owner,0.0,,tree impurity importance,XGBoost
text__faces,0.0,,tree impurity importance,XGBoost
text__facial,0.0,,tree impurity importance,XGBoost
text__facial recognition,0.0,,tree impurity importance,XGBoost
text__facing,0.0,,tree impurity importance,XGBoost
text__fact,0.0,,tree impurity importance,XGBoost
text__failed,0.0,,tree impurity importance,XGBoost
text__falls,0.0,,tree impurity importance,XGBoost
text__faith,0.0,,tree impurity importance,XGBoost
text__faked,0.0,,tree impurity importance,XGBoost
text__fakes,0.0,,tree impurity importance,XGBoost
text__fall,0.0,,tree impurity importance,XGBoost
text__falling,0.0,,tree impurity importance,XGBoost
text__fallout,0.0,,tree impurity importance,XGBoost
numeric__format_interviews,0.0,,tree impurity importance,XGBoost
